id,url,name,price,servings,serving_size,cost_per_serving,calories,protein,total_fat,trans_fat,saturated_fat,cholesterol,total_carbs,sugars,total_sugars,added_sugars,sodium,fiber,iron,potassium,vit_a,vit_c,calcium,trans_fat,vegan,gluten_free,kosher
4776,https://www.traderjoes.com/fearless-flyer/article/4776,Gluten Free White Sandwich Bread,4.49,7.0,Serving size 2 slices (49g/1.72oz),0.6414285714285715,120,2,2,0,0,0,24,3,,,290,1,,,,,,0,0,0,0
4777,https://www.traderjoes.com/fearless-flyer/article/4777,Organic Sandwich Breads,2.99,,,,,,,,,,,,,,,,,,,,,,0,0,0
4778,https://www.traderjoes.com/fearless-flyer/article/4778,Cold Brew Coffee Bags,5.99,,,,,,,,,,,,,,,,,,,,,,0,0,0
4779,https://www.traderjoes.com/fearless-flyer/article/4779,Cold Pressed Pineapple Juice,2.99,1.0,Serving size 1 bottle (355mL),2.99,230,5,0,,,,52,44,44,,0,7,,,,,70,,0,0,0
4780,https://www.traderjoes.com/fearless-flyer/article/4780,Mint Watermelon Flavored Black Tea,4.99,,,,,,,,,,,,,,,,,,,,,,0,0,0
4781,https://www.traderjoes.com/fearless-flyer/article/4781,Ready to Drink Cold Brew Coffee,4.99,3.0,Serving size 12 fl oz (360mL),1.6633333333333333,15,1,0,,,,3,,,,0,,,550,,,,,0,0,0
4782,https://www.traderjoes.com/fearless-flyer/article/4782,Seltzers With A Splash,2.99,4.0,Serving size 1 can (355mL),0.7475,15,0,0,,,,3,2,2,0,0,,,,,,,,0,0,1
4783,https://www.traderjoes.com/fearless-flyer/article/4783,Organic Fair Trade Wake Up Blend Coffee,14.99,,,,,,,,,,,,,,,,,,,,,,0,0,1
4784,https://www.traderjoes.com/fearless-flyer/article/4784,Whole Milk Mango Kefir,2.99,4.0,Serving size 1 cup (240mL),0.7475,200,8,7,0,4.5,35,26,25,25,,125,0,,340,,,,0,0,0,1
4785,https://www.traderjoes.com/fearless-flyer/article/4785,Burrata,4.99,8.0,Serving size 1 oz (28g),0.62375,80,5,6,0,4,20,1,1,,,45,0,,,,,,0,0,0,0
4786,https://www.traderjoes.com/fearless-flyer/article/4786,Organic Crumbled Feta,3.49,6.0,Serving size 1oz (28g/ 1/4 cup),0.5816666666666667,70,4,5,0,3.5,15,3,0,0,0,270,1,,,,,,0,0,0,0
4787,https://www.traderjoes.com/fearless-flyer/article/4787,Unexpected Cheddar,3.99,7.0,Serving size 1oz (28g),0.5700000000000001,120,7,10,0,5,30,0,0,,,170,0,,,,,,0,0,0,0
4788,https://www.traderjoes.com/fearless-flyer/article/4788,Big Soft Pretzels,2.49,4.0,Serving size 1 pretzel plus 1/4 salt pack (75g),0.6225,220,7,4,0,0,0,40,0,0,0,2380,2,1.1,90,,,20,0,0,0,0
4789,https://www.traderjoes.com/fearless-flyer/article/4789,Chocolate Croissants,4.49,4.0,Serving size 1 croissant (85g/3oz),1.1225,320,5,18,0.5,11,40,36,11,,,250,2,,,,,,0.5,0,0,1
4790,https://www.traderjoes.com/fearless-flyer/article/4790,Cookie Butter Ice Cream,4.99,8.0,Serving size 1/2 cup (95g),0.62375,220,2,12,0,6,30,25,18,,,70,0,,,,,,0,0,0,0
4791,https://www.traderjoes.com/fearless-flyer/article/4791,Fully Cooked Organic Quinoa,3.99,4.0,Serving size 1/2 cup (113g),0.9975,140,5,2.5,0,0,0,24,1,,,10,3,,,,,,0,0,1,0
4792,https://www.traderjoes.com/fearless-flyer/article/4792,Key Lime Pie,5.49,6.0,Serving size 1/6 pie (80g),0.915,250,4,11,0,7,90,36,26,,,160,,,,,,,0,0,0,0
4793,https://www.traderjoes.com/fearless-flyer/article/4793,Organic Rainbow Cauliflower,2.99,5.0,Serving size 1 cup (85g),0.5980000000000001,30,2,0,0,0,0,4,0,0,0,30,1,0.1,240,,,30,0,0,0,0
4794,https://www.traderjoes.com/fearless-flyer/article/4794,Organic Tropical Fruit Blend,3.49,3.0,Serving size 1 cup (140g),1.1633333333333333,90,1,0,0,0,0,22,15,,,0,3,,280,,,,0,0,0,0
4795,https://www.traderjoes.com/fearless-flyer/article/4795,"Burrata, Prosciutto & Arugula Flatbread",4.99,3.0,Serving size 1 slice (113g),1.6633333333333333,290,13,12,0,6,35,30,2,,,670,3,,,,,,0,0,0,0
4796,https://www.traderjoes.com/fearless-flyer/article/4796,Shiitake Mushroom Chicken,4.99,4.0,Serving size 1 cup (150g),1.2475,180,20,8,0,2,60,9,3,,,480,2,,,,,,0,0,0,0
4797,https://www.traderjoes.com/fearless-flyer/article/4797,Lightly Salted Edamame,1.99,2.5,Serving size 1/2 cup (85g),0.796,100,9,4,0,0,0,7,2,,,370,4,,410,,,,0,0,0,0
4798,https://www.traderjoes.com/fearless-flyer/article/4798,Sweet Potato Frites,1.99,5.0,Serving size 1 cup (85g/3oz),0.398,160,2,8,0,1.5,0,19,7,,,140,2,,,,,,0,0,0,0
4799,https://www.traderjoes.com/fearless-flyer/article/4799,Simply Seasoned Tuna Burgers,6.99,4.0,Serving size 1 burger (91g/3.2oz),1.7475,150,18,7,0,2.5,25,4,,,,290,0,,,,,,0,0,0,0
4800,https://www.traderjoes.com/fearless-flyer/article/4800,Mini Vegetable Samosas,3.49,3.0,Serving size 4 pieces (80g),1.1633333333333333,160,24,7,0,0.5,0,20,0,0,0,260,2,1.2,130,,,20,0,0,0,0
4801,https://www.traderjoes.com/fearless-flyer/article/4801,Almond Butter Granola,3.49,7.0,Serving size 1/2 cup (50g),0.4985714285714286,220,5,9,0,1,0,30,9,,,100,4,,,,,,0,0,0,1
4802,https://www.traderjoes.com/fearless-flyer/article/4802,Chile Lime Seasoning Blend,1.99,82.0,Serving size 1/4 tsp (1g),0.02426829268292683,,0,0,,,,0,,,,180,,,,,,,,0,0,1
4803,https://www.traderjoes.com/fearless-flyer/article/4803,Jalapeño Sauce,3.49,10.0,Serving size 2 Tbsp (28g),0.34900000000000003,90,0,10,0,0.5,0,2,,,0,110,0,0.1,40,,,0,0,0,0,0
4804,https://www.traderjoes.com/fearless-flyer/article/4804,Lemon Shortbread Bar Mix,2.99,16.0,Serving size 1/16 dry mix (28g) makes 1 bar,0.186875,100,1,0,0,0,0,25,17,17,17,60,0,0.1,10,,,0,0,0,0,0
4805,https://www.traderjoes.com/fearless-flyer/article/4805,Neapolitan Puffs Cereal,3.69,7.0,Serving size 1 cup (40g),0.5271428571428571,130,6,1.5,0,0,0,27,10,10,9,110,4,1,170,,,40,0,0,1,1
4807,https://www.traderjoes.com/fearless-flyer/article/4807,Organic Kosher Dill Pickle Spears,3.29,17.0,Serving size 1oz (28g/about 3/4 spear),0.1935294117647059,,0,,,,,,0,,,280,,,,,,,,0,0,1
4808,https://www.traderjoes.com/fearless-flyer/article/4808,Organic Rosé Vinaigrette,3.49,12.0,Serving size 2 Tbsp (30mL),0.29083333333333333,110,0,12,0,1,,2,1,1,0,80,0,,,,,,0,0,0,0
4809,https://www.traderjoes.com/fearless-flyer/article/4809,Organic Italian Spaghetti,1.29,,,,,,,,,,,,,,,,,,,,,,0,0,1
4810,https://www.traderjoes.com/fearless-flyer/article/4810,Organic Spaghetti Sauce with Mushrooms,2.49,6.0,Serving size 1/2 cup (116g),0.41500000000000004,45,2,0,0,0,0,10,6,,,370,2,,,,,,0,0,0,0
4811,https://www.traderjoes.com/fearless-flyer/article/4811,Organic Sriracha & Roasted Garlic BBQ Sauce,2.99,16.0,Serving size 2 Tbsp (34g),0.186875,50,0,0,,,,12,12,,,190,,,,,,,,0,0,0
4812,https://www.traderjoes.com/fearless-flyer/article/4812,Organic Thick & Chunky Salsa,2.49,15.0,Serving size 2 Tbsp (30g),0.166,10,0,0,0,0,0,2,1,1,0,135,,,,,,,0,0,0,1
4813,https://www.traderjoes.com/fearless-flyer/article/4813,Heavenly Villagio Marzano® Tomatoes,2.79,,,,,,,,,,,,,,,,,,,,,,0,0,0
4814,https://www.traderjoes.com/fearless-flyer/article/4814,Mother's Day Jumbo Bouquets,14.99,,,,,,,,,,,,,,,,,,,,,,0,0,0
4815,https://www.traderjoes.com/fearless-flyer/article/4815,Organic Mediterranean Style Salad Kit,3.99,3.5,Serving size 1 cup (100g),1.1400000000000001,110,2,7,0,1.5,,9,3,3,2,290,2,,280,,,50,0,0,0,0
4816,https://www.traderjoes.com/fearless-flyer/article/4816,Organic Cole Slaw Kit,2.69,3.0,Serving size 1 cup (100g),0.8966666666666666,130,1,9,0,1,20,12,10,10,7,140,2,0.6,160,,,40,0,0,0,0
4817,https://www.traderjoes.com/fearless-flyer/article/4817,Organic English Cucumbers,2.49,,,,,,,,,,,,,,,,,,,,,,0,0,0
4818,https://www.traderjoes.com/fearless-flyer/article/4818,Peony Tulips,7.99,,,,,,,,,,,,,,,,,,,,,,0,0,0
4819,https://www.traderjoes.com/fearless-flyer/article/4819,Red Caribbean Papaya,3.29,,,,,,,,,,,,,,,,,,,,,,0,0,0
4820,https://www.traderjoes.com/fearless-flyer/article/4820,Steamed & Peeled Baby Beets,2.29,2.5,Serving size 2 beets (85g),0.916,40,1,0,0,0,0,8,7,,,30,2,,,,,,0,0,0,0
4822,https://www.traderjoes.com/fearless-flyer/article/4822,BBQ Chicken Salad,4.49,,,,,,,,,,,,,,,,,,,,,,0,0,0
4823,https://www.traderjoes.com/fearless-flyer/article/4823,Carne Asada Auténtica,9.99,,,,,,,,,,,,,,,,,,,,,,0,0,0
4824,https://www.traderjoes.com/fearless-flyer/article/4824,Pollo Asado Burrito,3.99,2.0,Serving size 1/2 burrito (142g),1.995,300,14,9,0,2.5,25,42,4,4,2,790,5,,,,,,0,0,0,0
4825,https://www.traderjoes.com/fearless-flyer/article/4825,Creamy Chicken Poblano Ravioli,3.69,2.0,Serving size 1 cup (105g),1.845,230,12,9,0,5,60,26,,,0,370,5,1.7,200,,,120,0,0,0,0
4826,https://www.traderjoes.com/fearless-flyer/article/4826,Greek Lowfat Yogurts with Toppings,5.3,1.0,Serving size 1 container (150g),5.3,190,12,6,0,2.5,15,21,14,14,11,45,1,,,,,,0,0,0,0
4827,https://www.traderjoes.com/fearless-flyer/article/4827,Gyro Slices,3.99,4.0,Serving size 2 oz (56g),0.9975,190,8,16,0,6,35,4,0,,,280,0,,,,,,0,0,0,0
4828,https://www.traderjoes.com/fearless-flyer/article/4828,Organic Chicken Drumsticks,1.99,,Serving size 4 oz (112g),,180,22,10,0,2.5,90,0,0,,,95,0,,,,,,0,0,0,0
4829,https://www.traderjoes.com/fearless-flyer/article/4829,Organic Grass Fed Ground Beef Patties,6.99,4.0,Serving size 1 patty (113g/4oz),1.7475,240,21,17,1,7,75,0,0,,,75,0,,,,,,1,0,0,0
4830,https://www.traderjoes.com/fearless-flyer/article/4830,Pastrami Style Smoked Atlantic Salmon,5.49,2.0,Serving size 3 slices (57g),2.745,120,12,8,0,2,30,0,0,0,0,600,0,0.3,220,,,10,0,0,0,1
4831,https://www.traderjoes.com/fearless-flyer/article/4831,Mild Pico De Gallo Salsa,2.99,,,,,,,,,,,,,,,,,,,,,,0,0,0
4832,https://www.traderjoes.com/fearless-flyer/article/4832,Pollo Asado Autentico,5.99,,,,,,,,,,,,,,,,,,,,,,0,0,0
4833,https://www.traderjoes.com/fearless-flyer/article/4833,Tzatziki Dip,3.49,11.0,Serving size 2 Tbsp (30g),0.3172727272727273,30,1,2,0,1,5,2,1,,,65,0,,,,,,0,0,0,0
4834,https://www.traderjoes.com/fearless-flyer/article/4834,Barbeque Popped Ridges,1.99,3.0,Serving size 1oz (28g/16 pieces),0.6633333333333333,130,1,5,0,0,0,19,2,2,2,200,1,0.4,190,,,10,0,0,1,1
4837,https://www.traderjoes.com/fearless-flyer/article/4837,Chocolate Sea Salt Caramel Popcorn,2.99,6.0,Serving size 9 pieces (30g),0.49833333333333335,140,1,7,0,4,,20,16,16,15,120,,0.8,70,,,20,0,0,0,1
4839,https://www.traderjoes.com/fearless-flyer/article/4839,Chocolate Covered Wafer Cookie,0.79,1.0,Serving size 1 bar (55g),0.79,290,3,17,0,13,,34,18,18,17,80,1,,,,,,0,0,0,0
4841,https://www.traderjoes.com/fearless-flyer/article/4841,Freeze Dried Grapes,2.99,1.0,Serving size 1 pouch (34g),2.99,120,1,0,0,0,0,31,26,26,0,0,2,0.6,320,,,20,0,0,0,0
4842,https://www.traderjoes.com/fearless-flyer/article/4842,Fig & Olive Crisps,3.99,5.0,Serving size 11 crackers (30g/1oz),0.798,90,2,2,0,0,0,16,5,,,170,1,,,,,,0,0,0,0
4843,https://www.traderjoes.com/fearless-flyer/article/4843,Sunflower Seed Butter,4.99,14.0,Serving size 2 Tbsp (32g),0.35642857142857143,200,7,16,0,2,0,7,3,,,120,4,,,,,,0,0,0,1
4844,https://www.traderjoes.com/fearless-flyer/article/4844,Neapolitan Joe-Joe’s,2.99,16.0,Serving size 2 cookies (28g),0.186875,130,1,5,0,2.5,0,20,12,12,11,95,,0.9,0,,,0,0,0,0,0
4845,https://www.traderjoes.com/fearless-flyer/article/4845,Organic Hemp Seed Bars,2.99,5.0,Serving size 1 bar (25g),0.5980000000000001,120,3,7,0,0.5,0,11,5,5,3,25,1,2.4,210,,,20,0,0,1,0
4846,https://www.traderjoes.com/fearless-flyer/article/4846,Organic Raw Almonds,7.99,11.0,Serving size 1/4 cup (30g),0.7263636363636364,170,6,15,0,1,0,6,1,,,0,4,,220,,,,0,0,0,1
4847,https://www.traderjoes.com/fearless-flyer/article/4847,Oven-Baked Cheese Bites,2.69,2.0,Serving size 1/2 package (30g),1.345,170,15,12,0,8,30,,0,,,310,0,,,,,,0,0,0,0
4848,https://www.traderjoes.com/fearless-flyer/article/4848,Organic Elote Corn Chip Dippers,2.29,10.0,Serving size 1 oz (28g/12 chips),0.229,150,2,8,0,1,0,17,0,0,0,115,1,0.5,40,,,40,0,0,1,1
4849,https://www.traderjoes.com/fearless-flyer/article/4849,Soft & Juicy Dried Mango,1.99,5.0,Serving size 1/4 cup (35g),0.398,120,,0,0,0,0,30,23,,,40,1,,,,,,0,0,0,0
4850,https://www.traderjoes.com/fearless-flyer/article/4850,Sweet & Spicy Pecans,4.49,5.0,Serving size 1/4 cup (28g),0.898,190,2,17,0,2,0,8,5,,,60,2,,,,,,0,0,0,0
4851,https://www.traderjoes.com/fearless-flyer/article/4851,Coconut Body Butter,5.49,,,,,,,,,,,,,,,,,,,,,,0,0,0
4852,https://www.traderjoes.com/fearless-flyer/article/4852,Probiotic Supplements,9.99,,,,,,,,,,,,,,,,,,,,,,0,0,0
4853,https://www.traderjoes.com/fearless-flyer/article/4853,Rose Water Facial Toner,3.99,,,,,,,,,,,,,,,,,,,,,,0,0,0
4854,https://www.traderjoes.com/fearless-flyer/article/4854,Salmon & Sweet Potato Dog Treats,3.99,,,,,,,,,,,,,,,,,,,,,,0,0,0
4855,https://www.traderjoes.com/fearless-flyer/article/4855,Ultra Hydrating Gel Moisturizer,8.99,,,,,,,,,,,,,,,,,,,,,,0,0,0
4856,https://www.traderjoes.com/fearless-flyer/article/4856,Cachai 2018 Chardonnay,3.99,,,,,,,,,,,,,,,,,,,,,,0,0,0
4857,https://www.traderjoes.com/fearless-flyer/article/4857,L’être Magiqie Côtes de Provence Ros,4.99,,,,,,,,,,,,,,,,,,,,,,0,0,0
4858,https://www.traderjoes.com/fearless-flyer/article/4858,Moonlight & Roses Coteau d’Aix en Provence Ros,9.99,,,,,,,,,,,,,,,,,,,,,,0,0,0
4859,https://www.traderjoes.com/fearless-flyer/article/4859,"Grand Reserve Sonoma Meritage, Lot 92",12.99,,,,,,,,,,,,,,,,,,,,,,0,0,0
4861,https://www.traderjoes.com/fearless-flyer/article/4861,Tequila Blanco,19.99,,,,,,,,,,,,,,,,,,,,,,0,0,0
4862,https://www.traderjoes.com/fearless-flyer/article/4862,Villa Alena Rosé,8.99,,,,,,,,,,,,,,,,,,,,,,0,0,0
4863,https://www.traderjoes.com/fearless-flyer/article/4863,Candy Coated Chocolate Peanuts,0.99,2.0,Serving size 1/2 package (35g),0.495,180,4,11,0,4,0,19,15,15,14,10,2,1,150,,,140,0,0,0,1
4864,https://www.traderjoes.com/fearless-flyer/article/4864,Chocolate Chip Cocoa Meringues,3.69,7.0,Serving size 3 cookies (30g),0.5271428571428571,90,1,1,0,0,0,18,18,18,18,15,0,,,,,,0,0,1,1
4865,https://www.traderjoes.com/fearless-flyer/article/4865,Cookie Butter Sandwich Cookies,3.99,9.0,Serving size 2 cookies (32g),0.44333333333333336,180,,11,0,6,20,19,7,7,7,90,0,0.2,10,,,0,0,0,0,1
4866,https://www.traderjoes.com/fearless-flyer/article/4866,Humor Us,,,,,,,,,,,,,,,,,,,,,,,0,0,0
4867,https://www.traderjoes.com/fearless-flyer/article/4867,Peanut Butter Blondies,4.99,6.0,Serving size 2 pieces (43g),0.8316666666666667,180,3,9,0,3.5,20,20,13,13,12,105,0,0.2,20,,,10,0,0,0,1
4868,https://www.traderjoes.com/fearless-flyer/article/4868,Brioche Buns,3.99,,,,,,,,,,,,,,,,,,,,,,0,0,0
4869,https://www.traderjoes.com/fearless-flyer/article/4869,Apple Crumble Pie,6.99,6.0,Serving size 1/6 pie (128g),1.165,330,3,14,0,7,5,49,29,29,23,210,2,1.4,130,,,80,0,0,0,0
4870,https://www.traderjoes.com/fearless-flyer/article/4870,Coconut Cold Brew Coffee Concentrate,4.99,4.0,"Serving size 4 fl oz (118mL), makes 12 fl oz prepared",1.2475,10,2,0,,,,,,,,0,,,300,,,10,,0,0,1
4871,https://www.traderjoes.com/fearless-flyer/article/4871,Organic Tea & Lemonade,2.99,8.0,Serving size 8 fl oz (240 mL),0.37375,100,0,0,,,,25,25,,,35,,,,,,,,0,0,1
4872,https://www.traderjoes.com/fearless-flyer/article/4872,Organic Cold Brew Coffee,2.69,1.0,Serving size 1 bottle (311mL/10.5 fl oz),2.69,,0,0,,,,0,,,,10,,,,,,,,0,0,0
4873,https://www.traderjoes.com/fearless-flyer/article/4873,Organic Ethiopian Peaberry Coffee,8.99,,,,,,,,,,,,,,,,,,,,,,0,0,0
4874,https://www.traderjoes.com/fearless-flyer/article/4874,Organic Cold Brewed Hibiscus Tea & Lemonade,1.99,1.0,Serving size 1 bottle (473mL),1.99,40,2,0,,,,9,8,8,7,0,,,,,,,,0,0,1
4876,https://www.traderjoes.com/fearless-flyer/article/4876,Fresh Mozzarella Log,4.99,16.0,Serving size 1 oz (28g/about 1 inch cube),0.311875,70,5,6,0,3.5,20,,,,0,80,0,,,,,,0,0,0,0
4877,https://www.traderjoes.com/fearless-flyer/article/4877,Honey Goat Cheese Log,2.99,5.0,Serving size 1 oz (28g/ 1/5 package),0.5980000000000001,80,4,5,0,3.5,20,4,3,3,2,75,0,,,,,,0,0,0,0
4878,https://www.traderjoes.com/fearless-flyer/article/4878,Quinoa Cowboy Veggie Burgers,3.69,4.0,Serving size 1 burger (91g),0.9225,180,5,8,0,1,0,22,2,,,280,6,,,,,,0,0,0,0
4879,https://www.traderjoes.com/fearless-flyer/article/4879,Southwest Chicken Quesadillas,3.99,2.0,Serving size 1 quesadilla (170g),1.995,400,23,18,0,8,55,38,4,,,490,3,,,,,,0,0,0,0
4880,https://www.traderjoes.com/fearless-flyer/article/4880,Ube Ice Cream,2.99,3.0,Serving size 2/3 cup (100g),0.9966666666666667,200,4,11,0,7,55,22,18,18,16,75,,0.2,250,,,120,0,0,0,0
4881,https://www.traderjoes.com/fearless-flyer/article/4881,Raspberry Macaron Cake,5.49,3.0,Serving size 1/3 cake (83g),1.83,240,6,14,0.5,8,30,24,19,,,40,3,,,,,,0.5,0,0,0
4882,https://www.traderjoes.com/fearless-flyer/article/4882,21 Seasoning Salute,1.99,103.0,Serving size 1/4 tsp (0.6g),0.019320388349514564,,0,0,,0,,0,,,,0,,,,,,,,0,0,1
4883,https://www.traderjoes.com/fearless-flyer/article/4883,Bloody Mary Salsa,2.99,11.0,Serving size 2 Tbsp (30g),0.27181818181818185,10,0,0,0,0,0,2,1,1,,70,0,,,,,,0,0,0,0
4884,https://www.traderjoes.com/fearless-flyer/article/4884,Ghost Chile BBQ Sauce,2.69,16.0,Serving size 2 Tbsp (35g),0.168125,50,0,0,0,0,0,12,10,10,10,280,0,,,,,,0,0,0,0
4885,https://www.traderjoes.com/fearless-flyer/article/4885,Organic Balsamic & Fig Dressing,3.49,12.0,Serving size 2 Tbsp (30mL),0.29083333333333333,60,0,3.5,0,0,0,6,5,5,2,220,,0.1,40,,,10,0,0,0,0
4886,https://www.traderjoes.com/fearless-flyer/article/4886,Fresh Apricots,2.69,,,,,,,,,,,,,,,,,,,,,,0,0,0
4887,https://www.traderjoes.com/fearless-flyer/article/4887,Large Basil Plant,3.99,,,,,,,,,,,,,,,,,,,,,,0,0,0
4888,https://www.traderjoes.com/fearless-flyer/article/4888,Organic Caesar Salad Kit,3.99,3.5,Serving size 1-1/2 cup (100g) salad plus dressing†,1.1400000000000001,170,4,14,0,3,15,8,1,1,,260,2,0.9,190,,,90,0,0,0,0
4889,https://www.traderjoes.com/fearless-flyer/article/4889,Organic Strawberries,4.99,,,,,,,,,,,,,,,,,,,,,,0,0,1
4890,https://www.traderjoes.com/fearless-flyer/article/4890,Organic Tomatoes on the Vine,2.99,,,,,,,,,,,,,,,,,,,,,,0,0,0
4891,https://www.traderjoes.com/fearless-flyer/article/4891,Premium Angus Beef Rib Eye Steak,13.99,,Serving size 4 oz (112g),,270,21,21,1,9,80,0,0,,,60,0,,,,,,1,0,0,0
4892,https://www.traderjoes.com/fearless-flyer/article/4892,All Natural Ground Turkey Patties,4.49,4.0,Serving size 1 patty (113g),1.1225,160,20,8,0,2.5,85,0,0,0,0,160,0,1.3,240,,,20,0,0,0,0
4893,https://www.traderjoes.com/fearless-flyer/article/4893,Lemon Basil Pasta Salad,4.49,2.5,Serving size 1-1/4 cup (140g),1.796,200,6,8,0,2,5,26,3,3,,210,3,,,,,,0,0,0,0
4894,https://www.traderjoes.com/fearless-flyer/article/4894,Lemon Chicken & Arugula Salad,4.49,,,,,,,,,,,,,,,,,,,,,,0,0,0
4895,https://www.traderjoes.com/fearless-flyer/article/4895,Organic Buffalo Style Hummus,2.99,8.0,,0.37375,,,,,,,,,,,,,,,,,,,0,0,1
4896,https://www.traderjoes.com/fearless-flyer/article/4896,Organic Grass-Fed Uncured Beef Hot Dogs,5.99,5.0,Serving size 1 link (57g),1.198,130,9,10,0,4.5,30,1,0,,,310,0,,,,,,0,0,1,0
4897,https://www.traderjoes.com/fearless-flyer/article/4897,Ricotta & Lemon Zest Ravioli,3.49,3.0,Serving size 1 cup (83g),1.1633333333333333,240,7,12,0,7,65,26,6,6,5,420,1,1,90,,,100,0,0,0,0
4898,https://www.traderjoes.com/fearless-flyer/article/4898,Spinach & Kale Greek Yogurt Dip,3.99,16.0,Serving size 2 Tbsp (28g),0.249375,30,1,2.5,0,0,5,2,1,,,150,1,,,,,,0,0,0,0
4899,https://www.traderjoes.com/fearless-flyer/article/4899,Chile Spiced Dried Mango,2.49,6.0,Serving size 1/2 cup (40g),0.41500000000000004,140,0,0,0,0,0,33,26,26,11,190,,0.5,30,,,100,0,0,0,1
